1700590089.241891,10.0.0.1:47412,,,10,41
1700590089.265959,10.0.0.1:47412,,,10,41
1700590089.318599,10.0.0.1:47416,,,10,14517
1700590089.318725,10.0.0.1:47414,,,15,24653
1700590089.318795,10.0.0.1:47430,,,10,14517
1700590089.344324,10.0.0.1:47416,,,10,14517
1700590089.344449,10.0.0.1:47414,,,15,24653
1700590089.344478,10.0.0.1:47430,,,10,14517
1700590089.370304,10.0.0.1:47416,,,10,14517
1700590089.370517,10.0.0.1:47414,,,20,24653
1700590089.370562,10.0.0.1:47430,,,10,14517
1700590089.392776,10.0.0.1:47416,,,10,14517
1700590089.392900,10.0.0.1:47414,,,20,24653
1700590089.392929,10.0.0.1:47430,,,10,14517
1700590089.416931,10.0.0.1:47416,,,10,14517
1700590089.417086,10.0.0.1:47414,,,20,24653
1700590089.417123,10.0.0.1:47430,,,10,14517
1700590089.441870,10.0.0.1:47416,,,10,14517
1700590089.441996,10.0.0.1:47414,,,27,55061
1700590089.442043,10.0.0.1:47430,,,10,14517
1700590089.466038,10.0.0.1:47416,,,10,14517
1700590089.466278,10.0.0.1:47414,,,27,55061
1700590089.466321,10.0.0.1:47430,,,10,14517
1700590089.491252,10.0.0.1:47416,,,10,14517
1700590089.491432,10.0.0.1:47414,,,27,55061
1700590089.491461,10.0.0.1:47430,,,10,14517
1700590089.516508,10.0.0.1:47416,,,15,14517
1700590089.516645,10.0.0.1:47414,,,27,55061
1700590089.516674,10.0.0.1:47430,,,10,14517
1700590089.540643,10.0.0.1:47416,,,15,14517
1700590089.540766,10.0.0.1:47414,,,27,55061
1700590089.540795,10.0.0.1:47430,10,rcv_space,1,5
1700590089.563887,10.0.0.1:47416,,,15,14517
1700590089.564015,10.0.0.1:47414,,,27,55061
1700590089.564075,10.0.0.1:47430,10,rcv_space,1,5
1700590089.590029,10.0.0.1:47416,,,20,30445
1700590089.590388,10.0.0.1:47414,,,27,55061
1700590089.590430,10.0.0.1:47430,10,rcv_space,1,5
1700590089.614615,10.0.0.1:47416,,,20,30445
1700590089.614739,10.0.0.1:47414,,,27,55061
1700590089.614795,10.0.0.1:47430,10,rcv_space,1,5
1700590089.638533,10.0.0.1:47416,,,20,30445
1700590089.638668,10.0.0.1:47414,,,27,55061
1700590089.638709,10.0.0.1:47430,0,5,5,5
1700590089.662250,10.0.0.1:47416,,,20,30445
1700590089.662377,10.0.0.1:47414,21,rcv_space,1,13
1700590089.662406,10.0.0.1:47430,0,5,5,5
1700590089.685931,10.0.0.1:47416,,,20,30445
1700590089.686060,10.0.0.1:47414,21,rcv_space,1,13
1700590089.686109,10.0.0.1:47430,0,5,5,5
1700590089.708172,10.0.0.1:47416,,,20,30445
1700590089.708296,10.0.0.1:47414,21,rcv_space,1,13
1700590089.708325,10.0.0.1:47430,0,5,6,5
1700590089.733550,10.0.0.1:47416,,,20,30445
1700590089.733695,10.0.0.1:47414,21,rcv_space,1,13
1700590089.733756,10.0.0.1:47430,0,5,6,5
1700590089.759012,10.0.0.1:47416,,,20,30445
1700590089.759140,10.0.0.1:47414,,,30,55061
1700590089.759191,10.0.0.1:47430,0,5,6,5
1700590089.783673,10.0.0.1:47416,,,20,30445
1700590089.783819,10.0.0.1:47414,,,30,55061
1700590089.783864,10.0.0.1:47430,0,5,6,5
1700590089.806935,10.0.0.1:47416,,,20,30445
1700590089.807138,10.0.0.1:47414,,,35,55061
1700590089.807178,10.0.0.1:47430,0,5,6,5
1700590089.831066,10.0.0.1:47416,,,20,30445
1700590089.831193,10.0.0.1:47414,,,35,55061
1700590089.831222,10.0.0.1:47430,0,5,6,5
1700590089.854491,10.0.0.1:47416,,,20,30445
1700590089.854648,10.0.0.1:47414,,,48,79677
1700590089.854677,10.0.0.1:47430,0,5,6,5
1700590089.879623,10.0.0.1:47416,,,20,30445
1700590089.879750,10.0.0.1:47414,,,48,79677
1700590089.879781,10.0.0.1:47430,0,5,6,5
1700590089.902678,10.0.0.1:47416,,,20,30445
1700590089.902804,10.0.0.1:47414,,,48,79677
1700590089.902834,10.0.0.1:47430,0,5,6,5
1700590089.925034,10.0.0.1:47416,,,20,30445
1700590089.925158,10.0.0.1:47414,,,48,79677
1700590089.925187,10.0.0.1:47430,0,5,6,5
1700590089.948810,10.0.0.1:47416,,,20,30445
1700590089.949240,10.0.0.1:47414,,,48,79677
1700590089.949280,10.0.0.1:47430,0,5,6,5
1700590089.972383,10.0.0.1:47416,,,20,30445
1700590089.972573,10.0.0.1:47414,,,48,79677
1700590089.972602,10.0.0.1:47430,0,5,6,5
1700590089.995958,10.0.0.1:47416,,,20,30445
1700590089.996110,10.0.0.1:47414,,,48,79677
1700590089.996139,10.0.0.1:47430,0,5,6,5
1700590090.020181,10.0.0.1:47416,,,31,57957
1700590090.020319,10.0.0.1:47414,,,48,79677
1700590090.020348,10.0.0.1:47430,0,5,6,5
1700590090.045116,10.0.0.1:47416,,,31,57957
1700590090.045286,10.0.0.1:47414,,,48,79677
1700590090.045316,10.0.0.1:47430,0,5,6,5
1700590090.068896,10.0.0.1:47416,,,31,57957
1700590090.069051,10.0.0.1:47414,,,48,79677
1700590090.069082,10.0.0.1:47430,0,5,6,5
1700590090.093895,10.0.0.1:47416,,,31,57957
1700590090.094022,10.0.0.1:47414,,,48,79677
1700590090.094052,10.0.0.1:47430,0,5,6,5
1700590090.118191,10.0.0.1:47416,,,31,57957
1700590090.118316,10.0.0.1:47414,,,48,79677
1700590090.118345,10.0.0.1:47430,0,5,6,5
1700590090.140943,10.0.0.1:47416,,,31,57957
1700590090.141094,10.0.0.1:47414,,,48,79677
1700590090.141129,10.0.0.1:47430,0,5,6,5
1700590090.166443,10.0.0.1:47416,,,31,57957
1700590090.166570,10.0.0.1:47414,,,48,79677
1700590090.166599,10.0.0.1:47430,0,5,6,5
1700590090.190433,10.0.0.1:47416,,,31,57957
1700590090.190593,10.0.0.1:47414,,,48,79677
1700590090.190623,10.0.0.1:47430,0,5,6,5
1700590090.215114,10.0.0.1:47416,,,31,57957
1700590090.215311,10.0.0.1:47414,,,48,79677
1700590090.215351,10.0.0.1:47430,0,5,6,5
1700590090.243251,10.0.0.1:47416,,,31,57957
1700590090.243380,10.0.0.1:47414,,,48,123117
1700590090.243409,10.0.0.1:47430,0,5,6,5
1700590090.267541,10.0.0.1:47416,,,31,57957
1700590090.267666,10.0.0.1:47414,,,48,123117
1700590090.267695,10.0.0.1:47430,0,5,6,5
1700590090.293749,10.0.0.1:47416,,,31,57957
1700590090.293885,10.0.0.1:47414,,,48,123117
1700590090.293931,10.0.0.1:47430,0,5,6,5
1700590090.320841,10.0.0.1:47416,,,31,57957
1700590090.320974,10.0.0.1:47414,,,48,123117
1700590090.321018,10.0.0.1:47430,0,5,6,5
1700590090.344893,10.0.0.1:47416,,,31,57957
1700590090.345020,10.0.0.1:47414,,,48,123117
1700590090.345061,10.0.0.1:47430,0,5,6,5
1700590090.368193,10.0.0.1:47416,,,31,57957
1700590090.368371,10.0.0.1:47414,,,48,123117
1700590090.368411,10.0.0.1:47430,0,5,6,5
1700590090.391768,10.0.0.1:47416,,,31,57957
1700590090.391944,10.0.0.1:47414,,,48,123117
1700590090.391973,10.0.0.1:47430,0,5,6,5
1700590090.413961,10.0.0.1:47416,,,31,57957
1700590090.414085,10.0.0.1:47414,,,48,123117
1700590090.414113,10.0.0.1:47430,0,5,6,5
1700590090.437925,10.0.0.1:47416,,,35,57957
1700590090.438076,10.0.0.1:47414,,,48,123117
1700590090.438105,10.0.0.1:47430,0,5,6,5
1700590090.460964,10.0.0.1:47416,,,35,57957
1700590090.461113,10.0.0.1:47414,,,48,123117
1700590090.461142,10.0.0.1:47430,0,5,6,5
1700590090.486753,10.0.0.1:47416,,,50,101397
1700590090.486907,10.0.0.1:47414,,,48,123117
1700590090.486936,10.0.0.1:47430,0,5,6,5
1700590090.510718,10.0.0.1:47416,,,50,101397
1700590090.510851,10.0.0.1:47414,,,48,123117
1700590090.510880,10.0.0.1:47430,0,5,6,5
1700590090.534832,10.0.0.1:47416,,,50,101397
1700590090.534982,10.0.0.1:47414,,,48,123117
1700590090.535012,10.0.0.1:47430,0,5,6,5
1700590090.559912,10.0.0.1:47416,,,50,101397
1700590090.560033,10.0.0.1:47414,,,48,123117
1700590090.560062,10.0.0.1:47430,0,5,6,5
1700590090.583984,10.0.0.1:47416,,,50,101397
1700590090.584114,10.0.0.1:47414,,,48,123117
1700590090.584143,10.0.0.1:47430,0,5,6,5
1700590090.608035,10.0.0.1:47416,,,50,101397
1700590090.608161,10.0.0.1:47414,,,48,123117
1700590090.608190,10.0.0.1:47430,0,5,6,5
1700590090.630435,10.0.0.1:47416,,,50,101397
1700590090.630569,10.0.0.1:47414,,,48,123117
1700590090.630598,10.0.0.1:47430,0,5,6,5
1700590090.653691,10.0.0.1:47416,,,50,101397
1700590090.653821,10.0.0.1:47414,,,48,123117
1700590090.653850,10.0.0.1:47430,0,5,6,5
1700590090.680878,10.0.0.1:47416,,,50,101397
1700590090.681009,10.0.0.1:47414,,,48,123117
1700590090.681038,10.0.0.1:47430,0,5,6,5
1700590090.705900,10.0.0.1:47416,,,50,101397
1700590090.706033,10.0.0.1:47414,,,48,123117
1700590090.706075,10.0.0.1:47430,0,5,6,5
1700590090.733243,10.0.0.1:47416,,,50,101397
1700590090.733369,10.0.0.1:47414,,,55,27
1700590090.733398,10.0.0.1:47430,0,5,6,5
1700590090.760275,10.0.0.1:47416,,,50,101397
1700590090.760402,10.0.0.1:47414,,,55,27
1700590090.760432,10.0.0.1:47430,0,5,6,5
1700590090.784142,10.0.0.1:47416,,,50,101397
1700590090.784276,10.0.0.1:47414,,,55,27
